# Description: This file is for creating figure.
# This file is generated by program. Do not change the contain of file!.
#
#[srcIpAddress,dstIpAddress,dstPort,Protocol]-label-x-y 
('147.32.84.165', '66.197.230.37', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '87.239.144.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '218.102.53.145', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '82.147.66.95', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.54.18.180', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '204.174.64.46', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '134.84.119.205', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.110.124.140', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '118.136.111.104', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '178.74.128.130', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '165.21.74.121', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '78.46.221.16', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.94.108.68', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.71.138.87', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.109.4.31', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '116.90.164.27', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.35.196.17', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.34.90.20', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '65.55.92.168', '25', 'tcp')<<<MALWARE<<<47<<<0
('147.32.84.165', '188.93.16.29', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '200.147.36.15', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '88.212.221.5', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '209.202.254.15', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '109.234.158.149', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.24.71.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '12.154.55.40', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.63.255.2', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.248.240.86', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.9.14.110', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '217.163.21.37', '80', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '77.82.34.183', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '96.53.9.174', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '213.128.194.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.208.5.90', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '94.136.40.60', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.228.142.101', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.106.95.25', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.188.41.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.151.76.180', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '217.151.17.130', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.162.160.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.143.242.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '200.205.95.99', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.121.31.113', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '85.93.128.3', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '217.199.216.145', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.229.137.71', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '199.19.49.79', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.130.132.34', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '124.123.78.67', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '211.150.67.46', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.196.35.146', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.215.36.39', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.136.235.194', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '64.18.8.208', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '93.94.152.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.222.130.67', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '95.211.21.97', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.222.87.243', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.234.42.1', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '180.222.96.138', '25', 'tcp')<<<MALWARE<<<20<<<0
('147.32.84.165', '94.229.67.92', '25', 'tcp')<<<MALWARE<<<58<<<0
('147.32.84.165', '212.248.34.98', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.182.72.234', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.10.210.157', '53', 'udp')<<<MALWARE<<<33<<<0
('147.32.84.165', '193.232.146.150', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '188.120.40.63', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '199.249.25.205', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.111.235.248', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '24.14.193.250', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.142.144.9', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.217.20.150', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '67.223.35.251', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '72.20.52.10', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.69.185.42', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.40.106.4', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '114.147.58.7', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.115.58.190', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '208.108.226.104', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.43.152.32', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.93.210.165', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '117.224.41.27', '6667', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '180.222.136.3', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '77.232.135.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.149.254.87', '53', 'udp')<<<MALWARE<<<36<<<0
('147.32.84.165', '200.35.106.230', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '67.222.12.183', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '88.198.25.197', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '198.178.147.39', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '68.142.255.16', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '84.201.247.76', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '87.118.96.111', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '194.151.228.58', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '80.12.242.53', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '64.20.45.186', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.4.59.250', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.252.170.203', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.208.34.4', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '76.75.56.61', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '111.88.31.68', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '192.206.180.1', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.18.3.8', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.128.158.226', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.4.194.154', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '207.97.244.36', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.170.67.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '128.146.216.132', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '200.234.222.116', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '81.177.18.3', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '89.188.108.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '103.10.110.19', '25', 'tcp')<<<MALWARE<<<2<<<0
('110.34.38.107', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '112.216.242.123', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '194.242.61.17', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.219.49.78', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.165.201.231', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.46.59.46', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '85.221.145.247', '6667', 'tcp')<<<MALWARE<<<7<<<0
('147.32.84.165', '204.152.184.64', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.175.58.42', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '63.68.14.49', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.249.164.74', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.236.176.66', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '94.75.207.42', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '78.46.14.164', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '94.25.51.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.163.21.41', '80', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '212.109.44.44', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '82.80.231.180', '53', 'udp')<<<MALWARE<<<1<<<0
('58.68.22.161', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<4<<<0
('147.32.84.165', '199.203.78.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.182.153.35', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '210.158.24.242', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '192.118.80.172', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '92.47.55.219', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.93.212.21', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '216.246.16.236', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.239.162.145', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '79.174.72.172', '53', 'udp')<<<MALWARE<<<21<<<0
('147.32.84.165', '199.84.53.8', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.30.178.238', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '168.95.5.58', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '128.63.2.53', '53', 'udp')<<<MALWARE<<<46<<<0
('147.32.84.165', '78.129.163.119', '6251', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.76.128.66', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.125.93.27', '25', 'tcp')<<<MALWARE<<<40<<<0
('147.32.84.165', '114.108.154.243', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.19.185.30', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '77.222.41.41', '25', 'tcp')<<<MALWARE<<<28<<<0
('147.32.84.165', '205.251.134.191', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '86.126.40.27', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.54.219.178', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.70.177.45', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '209.190.61.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.116.198.28', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '125.99.28.64', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '212.176.27.2', '53', 'udp')<<<MALWARE<<<14<<<0
('147.32.84.165', '72.20.97.27', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '93.170.49.150', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '194.211.207.209', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.69.185.23', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '71.74.56.227', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '93.170.48.100', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.111.249.148', '6667', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '67.52.29.17', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.82.251.230', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.48.33.132', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '58.143.125.236', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '195.113.232.99', '80', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '93.81.239.20', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.35.51.31', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '117.207.5.248', '6667', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '61.17.216.10', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '94.126.40.212', '25', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.50.193.163', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.251.50.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.237.118.194', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '198.136.202.22', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '119.154.75.69', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '195.146.81.130', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '188.120.38.83', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.125.224.240', '443', 'tcp')<<<MALWARE<<<1<<<1
('147.32.84.165', '192.118.82.172', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '94.127.67.112', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '24.215.0.65', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.172.94.36', '80', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '198.178.147.41', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.230.64.13', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.63.63.14', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.146.77.130', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.176.233.101', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.20.216.138', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '203.30.98.150', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.120.204.96', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.225.38.43', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '111.88.1.3', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '174.122.87.114', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '194.151.203.112', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.65.144.12', '25', 'tcp')<<<MALWARE<<<14<<<0
('147.32.84.165', '68.67.185.216', '80', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '89.111.177.253', '53', 'udp')<<<MALWARE<<<18<<<0
('147.32.84.165', '60.190.222.152', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.103.111.199', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.227.189.195', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.209.146.67', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '202.164.57.158', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '65.19.178.10', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '209.25.170.16', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '192.112.36.4', '53', 'udp')<<<MALWARE<<<42<<<0
('147.32.84.165', '89.38.42.156', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '206.222.227.2', '443', 'tcp')<<<MALWARE<<<4<<<4
('147.32.84.165', '109.199.195.150', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.18.204.152', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.243.67.217', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '66.94.9.228', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.223.40.121', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.153.37.162', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.72.165.79', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '60.190.223.75', '88', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.241.187.65', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '198.102.73.74', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '193.227.114.242', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.177.9.11', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.228.79.201', '53', 'udp')<<<MALWARE<<<51<<<0
('147.32.84.165', '211.140.47.197', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.111.176.226', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '93.191.12.69', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '129.12.21.31', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.6.0.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '96.30.3.95', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.138.114.89', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '117.240.58.150', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.99.131.17', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.54.148.122', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '212.52.84.171', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '60.199.114.56', '10298', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '156.154.101.25', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.125.244.10', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '216.139.226.17', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '218.94.106.74', '6667', 'tcp')<<<MALWARE<<<9<<<0
('147.32.84.165', '68.190.16.163', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.162.167.149', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '167.230.202.13', '25', 'tcp')<<<MALWARE<<<2<<<0
('200.29.243.9', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<2<<<0
('147.32.84.165', '212.5.66.14', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.190.43.137', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '68.67.185.205', '80', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '64.120.167.210', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '195.75.94.111', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '138.26.5.112', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '147.32.80.9', '53', 'udp')<<<MALWARE<<<339<<<0
('147.32.84.165', '200.2.127.147', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.125.98.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.27.95.175', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '151.151.26.141', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '213.248.56.128', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '82.146.59.142', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.57.68.65', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '198.6.1.65', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '81.9.10.11', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.85.96.53', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.72.216.51', '6667', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '173.192.230.135', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.125.152.91', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '114.108.154.209', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.40.52.47', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '72.4.117.21', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '213.234.223.137', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.156.193.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.225.241.72', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '66.11.225.176', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.228.142.102', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.252.23.67', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '98.143.147.228', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '156.154.101.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.95.56.138', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.95.37.155', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.10.35.5', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '78.85.36.242', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.186.208.2', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.238.126.26', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.67.174.53', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '217.18.138.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.155.74.236', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '85.10.254.73', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.109.4.129', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.184.229.155', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '193.232.88.17', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '78.46.91.152', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '200.205.245.2', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.219.193.50', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '74.54.79.107', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '114.59.51.188', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '213.189.224.33', '53', 'udp')<<<MALWARE<<<1<<<0
('111.221.102.89', '147.32.84.165', '8090', 'tcp')<<<NORMAL<<<2<<<0
('147.32.84.165', '81.228.10.69', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.178.56.36', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '210.87.250.216', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.59.117.99', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '61.177.181.139', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '58.60.63.116', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.67.5.222', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '83.164.192.67', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '81.177.22.117', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.31.80.35', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.59.1.63', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '178.205.129.29', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '86.126.237.212', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '221.208.241.38', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '93.185.192.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.106.168.67', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '64.182.102.220', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.208.29.33', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '117.197.22.127', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.17.128.86', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '208.43.120.93', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '72.35.12.4', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '200.251.53.137', '25', 'tcp')<<<MALWARE<<<4<<<0
